epoch,train_score,train_loss,train_feasible_ratio,avg_problem_size,solver_calls,cache_hits,cache_misses
16.0,17.607762492370604,-0.7906098925113678,1.0,57.3056,1432640.0,0.0,24134080.0
17.0,17.71119169708252,-0.8343818887901306,1.0,58.3296,1458240.0,0.0,25592320.0
18.0,18.094300358276367,-0.8472684762001038,1.0,61.7408,1543520.0,0.0,27135840.0
19.0,18.518096936035157,-0.880058376083374,1.0,65.3248,1633120.0,0.0,28768960.0
20.0,17.888690441894532,-0.796556931810379,1.0,60.3456,1508640.0,0.0,30277600.0
21.0,17.451267579345703,-0.720017386264801,1.0,57.0304,1425760.0,0.0,31703360.0
22.0,17.609225620117186,-0.7194215929794312,1.0,58.0864,1452160.0,0.0,33155520.0
23.0,17.93620003326416,-0.7393223078203202,1.0,60.96,1524000.0,0.0,34679520.0
24.0,17.928432873840332,-0.7455049908185005,1.0,61.3696,1534240.0,0.0,36213760.0
25.0,17.25784242248535,-0.6656955808067322,1.0,55.7696,1394240.0,0.0,37608000.0
26.0,17.62458193359375,-0.6961634464073181,1.0,58.7392,1468480.0,0.0,39076480.0
27.0,17.886606327819823,-0.7082103396916389,1.0,61.2672,1531680.0,0.0,40608160.0
28.0,17.43421086364746,-0.6716596272659302,1.0,57.4016,1435040.0,0.0,42043200.0
29.0,17.824718508605958,-0.7085740275859833,1.0,60.3776,1509440.0,0.0,43552640.0
30.0,17.424626109313966,-0.6651678249454498,1.0,57.5808,1439520.0,0.0,44992160.0
31.0,17.51617448699951,-0.6739962613725662,1.0,58.6048,1465120.0,0.0,46457280.0
32.0,17.49473827392578,-0.6511460480880737,1.0,58.4256,1460640.0,0.0,47917920.0
33.0,18.027016624145507,-0.6924523055076599,1.0,62.7648,1569120.0,0.0,49487040.0
34.0,17.85792362976074,-0.6701725151443482,1.0,61.1904,1529760.0,0.0,51016800.0
35.0,17.324918209838867,-0.6007638803482056,1.0,56.928,1423200.0,0.0,52440000.0
36.0,17.34508655456543,-0.6163002554130554,1.0,57.2672,1431680.0,0.0,53871680.0
37.0,17.817144649658204,-0.6421821465301514,1.0,60.9856,1524640.0,0.0,55396320.0
38.0,18.177482788391114,-0.6927450029563904,1.0,64.1664,1604160.0,0.0,57000480.0
39.0,17.551256549072267,-0.6170576029777527,1.0,59.008,1475200.0,0.0,58475680.0
40.0,17.777222002563477,-0.6497718137359619,1.0,60.7168,1517920.0,0.0,59993600.0
41.0,17.63277690185547,-0.626808528881073,1.0,59.8592,1496480.0,0.0,61490080.0
42.0,17.72598445831299,-0.6195750864601135,1.0,60.48,1512000.0,0.0,63002080.0
43.0,17.603859627075195,-0.6067170168733597,1.0,59.5264,1488160.0,0.0,64490240.0
44.0,17.8829606829834,-0.6430944329833984,1.0,62.4896,1562240.0,0.0,66052480.0
45.0,17.67209587524414,-0.603259130935669,1.0,60.4736,1511840.0,0.0,67564320.0
46.0,17.676591104736328,-0.6009486913490295,1.0,60.064,1501600.0,0.0,69065920.0
47.0,18.144077128295898,-0.6562811020469665,1.0,64.16,1604000.0,0.0,70669920.0
48.0,17.70470729095459,-0.601465221953392,1.0,60.6848,1517120.0,0.0,72187040.0
49.0,17.89576006286621,-0.6017894960021972,1.0,62.112,1552800.0,0.0,73739840.0
50.0,16.88148032318115,-0.4985935818338394,1.0,54.0288,1350720.0,0.0,75090560.0
51.0,17.394227837219237,-0.5417338420295715,1.0,58.0928,1452320.0,0.0,76542880.0
52.0,17.712219341430664,-0.5936201853847504,1.0,61.024,1525600.0,0.0,78068480.0
53.0,17.647369247436522,-0.5891178849220275,1.0,60.576,1514400.0,0.0,79582880.0
54.0,17.461980517578127,-0.5513625758171081,1.0,58.7328,1468320.0,0.0,81051200.0
55.0,17.92001134765625,-0.5974730229377747,1.0,62.9312,1573280.0,0.0,82624480.0
56.0,17.51186549987793,-0.5453848567962647,1.0,59.4176,1485440.0,0.0,84109920.0
57.0,17.763322348632812,-0.5702642912101745,1.0,61.4656,1536640.0,0.0,85646560.0
58.0,17.52812234802246,-0.5467679738521576,1.0,59.424,1485600.0,0.0,87132160.0
59.0,17.385195947875978,-0.5289682346534729,1.0,58.1248,1453120.0,0.0,88585280.0
60.0,17.39758386566162,-0.5283593508577347,1.0,58.432,1460800.0,0.0,90046080.0
61.0,17.49404788269043,-0.5295676004409791,1.0,59.0784,1476960.0,0.0,91523040.0
62.0,17.917312359619142,-0.5679473580741883,1.0,62.624,1565600.0,0.0,93088640.0
63.0,17.78233024230957,-0.5812791550898552,1.0,62.1888,1554720.0,0.0,94643360.0
64.0,17.585235693054198,-0.5468216446590424,1.0,60.0384,1500960.0,0.0,96144320.0
65.0,17.451718505249023,-0.5177475725364685,1.0,58.9056,1472640.0,0.0,97616960.0
66.0,17.482346938476564,-0.5220285511875152,1.0,59.0464,1476160.0,0.0,99093120.0
67.0,17.560830626220703,-0.5311701021575927,1.0,60.0,1500000.0,0.0,100593120.0
68.0,17.313018149719237,-0.4932529979038239,1.0,57.8176,1445440.0,0.0,102038560.0
69.0,17.359871033325195,-0.5198843708246946,1.0,58.912,1472800.0,0.0,103511360.0
70.0,17.09774031768799,-0.48876297728538515,1.0,56.1792,1404480.0,0.0,104915840.0
71.0,17.144435249938965,-0.49759194004774093,1.0,56.5568,1413920.0,0.0,106329760.0
72.0,17.77563203125,-0.5355202704906463,1.0,61.9136,1547840.0,0.0,107877600.0
73.0,17.343409575195313,-0.5093821972084045,1.0,58.2208,1455520.0,0.0,109333120.0
74.0,17.25174937927246,-0.4905128309059143,1.0,57.7088,1442720.0,0.0,110775840.0
75.0,17.335070915527343,-0.48169419349908826,1.0,57.9904,1449760.0,0.0,112225600.0
76.0,17.630623577880858,-0.5249480248069763,1.0,60.6784,1516960.0,0.0,113742560.0
77.0,17.16325169342041,-0.4772420634961128,1.0,56.9664,1424160.0,0.0,115166720.0
78.0,17.65045729675293,-0.5101213249015808,1.0,60.9856,1524640.0,0.0,116691360.0
79.0,17.668707017211915,-0.5138957722377777,1.0,61.2288,1530720.0,0.0,118222080.0
80.0,17.786648985595704,-0.5315702633285523,1.0,62.3552,1558880.0,0.0,119780960.0
81.0,17.647454264526367,-0.50870921251297,1.0,60.9536,1523840.0,0.0,121304800.0
82.0,17.28266156677246,-0.457850940361023,1.0,57.6768,1441920.0,0.0,122746720.0
83.0,17.667005380859376,-0.48376252303123474,1.0,60.9216,1523040.0,0.0,124269760.0
84.0,17.389666807556154,-0.47696612024068835,1.0,58.912,1472800.0,0.0,125742560.0
85.0,17.44295060546875,-0.48609004079818724,1.0,59.1808,1479520.0,0.0,127222080.0
86.0,17.137933299560547,-0.46044278024673463,1.0,57.1968,1429920.0,0.0,128652000.0
87.0,17.377072994995117,-0.4818740498161316,1.0,59.0784,1476960.0,0.0,130128960.0
88.0,17.513219418334963,-0.47762171115875246,1.0,59.7568,1493920.0,0.0,131622880.0
89.0,17.81308047973633,-0.5054163632774353,1.0,62.592,1564800.0,0.0,133187680.0
90.0,17.802322542114258,-0.5078861890411377,1.0,62.4576,1561440.0,0.0,134749120.0
91.0,17.36573751525879,-0.4649169010543823,1.0,58.7712,1469280.0,0.0,136218400.0
92.0,17.726056040649414,-0.4933504411411285,1.0,62.048,1551200.0,0.0,137769600.0
93.0,17.39084922607422,-0.4606633863067627,1.0,59.04,1476000.0,0.0,139245600.0
94.0,17.258678510742186,-0.45621998291015625,1.0,58.0864,1452160.0,0.0,140697760.0
95.0,17.102435560913086,-0.43943563762664795,1.0,56.6848,1417120.0,0.0,142114880.0
96.0,17.350119879760744,-0.45071842891693115,1.0,58.3936,1459840.0,0.0,143574720.0
97.0,17.685387030029297,-0.4902002720928192,1.0,61.6384,1540960.0,0.0,145115680.0
98.0,17.38234785583496,-0.4658459255027771,1.0,59.0784,1476960.0,0.0,146592640.0
99.0,17.897208247680663,-0.5111213864517212,1.0,64.096,1602400.0,0.0,148195040.0
100.0,17.595989686279296,-0.4706532667732239,1.0,60.9536,1523840.0,0.0,149718880.0
101.0,17.620670483703613,-0.4691695129060745,1.0,61.2992,1532480.0,0.0,151251360.0
102.0,17.178326510620117,-0.44475797225952146,1.0,57.4016,1435040.0,0.0,152686400.0
103.0,17.46193602661133,-0.4482883926963806,1.0,59.6224,1490560.0,0.0,154176960.0
104.0,17.539686521606445,-0.4794474993991852,1.0,60.7872,1519680.0,0.0,155696640.0
105.0,17.60658010620117,-0.47015006837844847,1.0,61.088,1527200.0,0.0,157223840.0
106.0,17.46743004638672,-0.46029369915008544,1.0,59.7248,1493120.0,0.0,158716960.0
107.0,17.278761640625,-0.4409516149902344,1.0,58.4256,1460640.0,0.0,160177600.0
108.0,17.41367362365723,-0.45525053647994995,1.0,59.552,1488800.0,0.0,161666400.0
101.0,17.81003455749512,-0.47817228854179383,1.0,62.7328,1568320.0,0.0,1568320.0
102.0,17.339092844848633,-0.46608590650558474,1.0,58.8416,1471040.0,0.0,3039360.0
103.0,17.882536308898924,-0.486602927968502,1.0,63.9296,1598240.0,0.0,4637600.0
104.0,17.657343842773436,-0.4840395635986328,1.0,61.7792,1544480.0,0.0,6182080.0
105.0,17.48517938659668,-0.4667815696144104,1.0,59.9616,1499040.0,0.0,7681120.0
106.0,17.662130239257813,-0.4725562723350525,1.0,61.6704,1541760.0,0.0,9222880.0
107.0,17.212019760742187,-0.4260707897758484,1.0,57.7792,1444480.0,0.0,10667360.0
108.0,17.601350819091795,-0.45487174196243285,1.0,61.1584,1528960.0,0.0,12196320.0
109.0,17.740020961914063,-0.4694851704597473,1.0,62.2528,1556320.0,0.0,13752640.0
110.0,17.454453632507324,-0.46244817608475686,1.0,60.3456,1508640.0,0.0,15261280.0
111.0,17.55461203491211,-0.47530353448867796,1.0,61.024,1525600.0,0.0,16786880.0
112.0,17.24756953613281,-0.4456110082244873,1.0,58.528,1463200.0,0.0,18250080.0
113.0,17.26803326171875,-0.4382488008117676,1.0,58.1888,1454720.0,0.0,19704800.0
114.0,17.540648784179687,-0.4587474696731567,1.0,60.8512,1521280.0,0.0,21226080.0
115.0,17.328824580993654,-0.4381394475197792,1.0,59.0144,1475360.0,0.0,22701440.0
116.0,17.170104433898924,-0.41761400610923766,1.0,57.3056,1432640.0,0.0,24134080.0
117.0,17.274619995117188,-0.4372313426399231,1.0,58.3296,1458240.0,0.0,25592320.0
118.0,17.649040972290038,-0.4650942246627808,1.0,61.7408,1543520.0,0.0,27135840.0
119.0,18.060062897338867,-0.49452728890419007,1.0,65.3248,1633120.0,0.0,28768960.0
120.0,17.47756132171631,-0.45292618035078047,1.0,60.3456,1508640.0,0.0,30277600.0
121.0,17.083658217163087,-0.4160238810157776,1.0,57.0304,1425760.0,0.0,31703360.0
122.0,17.239475957641602,-0.42383960773468016,1.0,58.0864,1452160.0,0.0,33155520.0
123.0,17.564136973571777,-0.44703820446491244,1.0,60.96,1524000.0,0.0,34679520.0
124.0,17.562280527038574,-0.45833803845882415,1.0,61.3696,1534240.0,0.0,36213760.0
125.0,16.940301244812012,-0.3974931700563431,1.0,55.7696,1394240.0,0.0,37608000.0
126.0,17.288053511657715,-0.43243838568687437,1.0,58.7392,1468480.0,0.0,39076480.0
127.0,17.54469470245361,-0.44115149121284486,1.0,61.2672,1531680.0,0.0,40608160.0
128.0,17.12931077392578,-0.41014581394195554,1.0,57.4016,1435040.0,0.0,42043200.0
129.0,17.512928864746094,-0.43581123260498045,1.0,60.3776,1509440.0,0.0,43552640.0
130.0,17.135534493103027,-0.4170975450134277,1.0,57.5808,1439520.0,0.0,44992160.0
131.0,17.223939477233888,-0.43623205440998075,1.0,58.6048,1465120.0,0.0,46457280.0
132.0,17.207420435180666,-0.41788660899162294,1.0,58.4256,1460640.0,0.0,47917920.0
133.0,17.727636334228517,-0.44444230819702146,1.0,62.7648,1569120.0,0.0,49487040.0
134.0,17.56843120300293,-0.43600502891540527,1.0,61.1904,1529760.0,0.0,51016800.0
135.0,17.06608404296875,-0.3959463594532013,1.0,56.928,1423200.0,0.0,52440000.0
136.0,17.08544408935547,-0.40508594791412356,1.0,57.2672,1431680.0,0.0,53871680.0
137.0,17.547845791015625,-0.42947325096130373,1.0,60.9856,1524640.0,0.0,55396320.0
138.0,17.89353111785889,-0.468292037935257,1.0,64.1664,1604160.0,0.0,57000480.0
139.0,17.300313184814453,-0.41737499031066894,1.0,59.008,1475200.0,0.0,58475680.0
140.0,17.525244170532225,-0.43288666138648985,1.0,60.7168,1517920.0,0.0,59993600.0
141.0,17.385520744018553,-0.4160288193511963,1.0,59.8592,1496480.0,0.0,61490080.0
142.0,17.48439472961426,-0.4270066580200195,1.0,60.48,1512000.0,0.0,63002080.0
143.0,17.370501503601073,-0.4048978267633915,1.0,59.5264,1488160.0,0.0,64490240.0
144.0,17.63606064025879,-0.4476554825592041,1.0,62.4896,1562240.0,0.0,66052480.0
145.0,17.437900849609374,-0.4212684890174866,1.0,60.4736,1511840.0,0.0,67564320.0
146.0,17.450315548706055,-0.40617155813217165,1.0,60.064,1501600.0,0.0,69065920.0
147.0,17.906503305664064,-0.4675578040313721,1.0,64.16,1604000.0,0.0,70669920.0
148.0,17.485672734069823,-0.42458019751548765,1.0,60.6848,1517120.0,0.0,72187040.0
149.0,17.672677963256834,-0.4354519546031952,1.0,62.112,1552800.0,0.0,73739840.0
150.0,16.6995721484375,-0.36387844685554505,1.0,54.0288,1350720.0,0.0,75090560.0
151.0,17.19733258605957,-0.38024140201330187,1.0,58.0928,1452320.0,0.0,76542880.0
152.0,17.50233427246094,-0.4095558867740631,1.0,61.024,1525600.0,0.0,78068480.0
153.0,17.446089517211913,-0.4286403277587891,1.0,60.576,1514400.0,0.0,79582880.0
154.0,17.268012080078126,-0.4034854328918457,1.0,58.7328,1468320.0,0.0,81051200.0
155.0,17.712060997924805,-0.44663660118103027,1.0,62.9312,1573280.0,0.0,82624480.0
156.0,17.318547654418946,-0.42086784219741824,1.0,59.4176,1485440.0,0.0,84109920.0
157.0,17.56655029296875,-0.43727722969055177,1.0,61.4656,1536640.0,0.0,85646560.0
158.0,17.346038268737793,-0.402406339777112,1.0,59.424,1485600.0,0.0,87132160.0
159.0,17.209415977172853,-0.3912527552318573,1.0,58.1248,1453120.0,0.0,88585280.0
160.0,17.22519052520752,-0.38776313801288603,1.0,58.432,1460800.0,0.0,90046080.0
161.0,17.31717628967285,-0.39808894260406497,1.0,59.0784,1476960.0,0.0,91523040.0
162.0,17.729112835083008,-0.42795835777282715,1.0,62.624,1565600.0,0.0,93088640.0
163.0,17.59962592803955,-0.42605365291118624,1.0,62.1888,1554720.0,0.0,94643360.0
164.0,17.40947265625,-0.4136387984418869,1.0,60.0384,1500960.0,0.0,96144320.0
165.0,17.289178861694335,-0.39045090635299684,1.0,58.9056,1472640.0,0.0,97616960.0
166.0,17.31929432647705,-0.3901724700069428,1.0,59.0464,1476160.0,0.0,99093120.0
167.0,17.394926099853517,-0.41169854018211366,1.0,60.0,1500000.0,0.0,100593120.0
168.0,17.162353853149416,-0.36852601932048795,1.0,57.8176,1445440.0,0.0,102038560.0
169.0,17.20025076446533,-0.3794401450753212,1.0,58.912,1472800.0,0.0,103511360.0
170.0,16.95071190887451,-0.36135638993263247,1.0,56.1792,1404480.0,0.0,104915840.0
171.0,17.001607203063966,-0.3646924552357197,1.0,56.5568,1413920.0,0.0,106329760.0
172.0,17.61270150970459,-0.41736061573028566,1.0,61.9136,1547840.0,0.0,107877600.0
173.0,17.19323268249512,-0.38931855710983276,1.0,58.2208,1455520.0,0.0,109333120.0
174.0,17.104428237915037,-0.3847231972503662,1.0,57.7088,1442720.0,0.0,110775840.0
175.0,17.1932778414917,-0.38508440144062045,1.0,57.9904,1449760.0,0.0,112225600.0
176.0,17.475052003784178,-0.413065050907135,1.0,60.6784,1516960.0,0.0,113742560.0
177.0,17.023780159301758,-0.3712827529025078,1.0,56.9664,1424160.0,0.0,115166720.0
178.0,17.501546972045897,-0.3935315885543823,1.0,60.9856,1524640.0,0.0,116691360.0
179.0,17.516388408813476,-0.40182259840011597,1.0,61.2288,1530720.0,0.0,118222080.0
180.0,17.629242739868165,-0.4162369288063049,1.0,62.3552,1558880.0,0.0,119780960.0
181.0,17.50212369873047,-0.3960889690971375,1.0,60.9536,1523840.0,0.0,121304800.0
182.0,17.145436400146483,-0.3734026845741272,1.0,57.6768,1441920.0,0.0,122746720.0
183.0,17.52605800048828,-0.3978398372077942,1.0,60.9216,1523040.0,0.0,124269760.0
184.0,17.259175689086913,-0.3796094848394394,1.0,58.912,1472800.0,0.0,125742560.0
185.0,17.303982702026367,-0.3869947340965271,1.0,59.1808,1479520.0,0.0,127222080.0
186.0,17.013246449584962,-0.3764556455230713,1.0,57.1968,1429920.0,0.0,128652000.0
187.0,17.243172544555666,-0.39180444690704347,1.0,59.0784,1476960.0,0.0,130128960.0
188.0,17.376478432006834,-0.38769915596008303,1.0,59.7568,1493920.0,0.0,131622880.0
189.0,17.673173862304687,-0.40231283905029297,1.0,62.592,1564800.0,0.0,133187680.0
190.0,17.658787353515624,-0.39376265118598935,1.0,62.4576,1561440.0,0.0,134749120.0
191.0,17.231414009399415,-0.3755313461971283,1.0,58.7712,1469280.0,0.0,136218400.0
192.0,17.587653379516603,-0.40658919998168946,1.0,62.048,1551200.0,0.0,137769600.0
193.0,17.269635021362305,-0.38292039125442506,1.0,59.04,1476000.0,0.0,139245600.0
194.0,17.138467201538084,-0.3651921263217926,1.0,58.0864,1452160.0,0.0,140697760.0
195.0,16.982667021484374,-0.3547201029396057,1.0,56.6848,1417120.0,0.0,142114880.0
196.0,17.231846903686524,-0.36349269424438474,1.0,58.3936,1459840.0,0.0,143574720.0
197.0,17.55287629272461,-0.3945106590938568,1.0,61.6384,1540960.0,0.0,145115680.0
198.0,17.26266952026367,-0.37715362771987915,1.0,59.0784,1476960.0,0.0,146592640.0
199.0,17.76748966918945,-0.4165857164096832,1.0,64.096,1602400.0,0.0,148195040.0
200.0,17.479562548217775,-0.37992088359832765,1.0,60.9536,1523840.0,0.0,149718880.0
201.0,17.408364049072265,-2.7868246375274657,1.0,59.14976,5914976.0,0.0,5914976.0
202.0,17.58477637084961,-1.8473669931793213,1.0,60.62368,6062368.0,0.0,11977344.0
203.0,17.46437442565918,-1.782491675567627,1.0,59.63072,5963072.0,0.0,17940416.0
204.0,17.83060621520996,-1.7434049363708497,1.0,62.45408,6245408.0,0.0,24185824.0
205.0,17.735831477661133,-1.5927029440689087,1.0,61.79264,6179264.0,0.0,30365088.0
206.0,17.461610459594727,-1.517578385810852,1.0,59.81504,5981504.0,0.0,36346592.0
207.0,17.410161829833985,-1.5302548163223266,1.0,58.9264,5892640.0,0.0,42239232.0
208.0,17.866170155639647,-1.598958063774109,1.0,63.05248,6305248.0,0.0,48544480.0
209.0,17.199155131225584,-1.4353493914794921,1.0,57.18336,5718336.0,0.0,54262816.0
210.0,17.481495942993163,-1.519092140083313,1.0,59.57088,5957088.0,0.0,60219904.0
211.0,17.75618224609375,-1.5156240300178527,1.0,62.10912,6210912.0,0.0,66430816.0
212.0,17.437984804382324,-1.4974120950126648,1.0,59.24544,5924544.0,0.0,72355360.0
213.0,17.365628392944338,-1.437263226928711,1.0,58.88224,5888224.0,0.0,78243584.0
214.0,17.44282147399902,-1.3627052243041993,1.0,59.38816,5938816.0,0.0,84182400.0
215.0,17.303249768676757,-1.3918323405456543,1.0,58.48,5848000.0,0.0,90030400.0
216.0,17.35697012298584,-1.3960769883346558,1.0,58.59392,5859392.0,0.0,95889792.0
217.0,17.447065982055666,-1.381288002090454,1.0,59.68064,5968064.0,0.0,101857856.0
218.0,17.31495209259033,-1.3345165084838868,1.0,58.28,5828000.0,0.0,107685856.0
219.0,17.421555844726562,-1.3673451765823363,1.0,59.25344,5925344.0,0.0,113611200.0
220.0,17.625300309448242,-1.4112417530059815,1.0,60.98816,6098816.0,0.0,119710016.0
221.0,17.25757694946289,-1.3277067783737182,1.0,57.984,5798400.0,0.0,125508416.0
222.0,17.256880874023437,-1.3198411748886107,1.0,57.97504,5797504.0,0.0,131305920.0
223.0,17.412528026733398,-1.3503125716781617,1.0,58.95872,5895872.0,0.0,137201792.0
224.0,17.415056635131837,-1.268008740310669,1.0,59.24864,5924864.0,0.0,143126656.0
225.0,17.526555869750975,-1.3401080616378784,1.0,60.0288,6002880.0,0.0,149129536.0
226.0,17.418173975219727,-1.3623476818084717,1.0,59.17504,5917504.0,0.0,155047040.0
227.0,17.650981989135744,-1.3718921102142334,1.0,61.33664,6133664.0,0.0,161180704.0
228.0,17.4170846282959,-1.3253612902450562,1.0,59.28768,5928768.0,0.0,167109472.0
229.0,17.42657243713379,-1.268014289894104,1.0,59.02816,5902816.0,0.0,173012288.0
230.0,17.924445834350585,-1.2988753293991089,1.0,63.66528,6366528.0,0.0,179378816.0
226.0,17.398128095092773,-1.4093522328186034,1.0,59.14976,5914976.0,0.0,5914976.0
227.0,17.570848317260744,-1.3637840981292724,1.0,60.62368,6062368.0,0.0,11977344.0
228.0,17.45576555114746,-1.2865402144622802,1.0,59.63072,5963072.0,0.0,17940416.0
229.0,17.815527299194336,-1.294443843421936,1.0,62.45408,6245408.0,0.0,24185824.0
230.0,17.730674716796877,-1.306977520942688,1.0,61.79264,6179264.0,0.0,30365088.0
231.0,17.44975598083496,-1.2113221453475953,1.0,59.81504,5981504.0,0.0,36346592.0
232.0,17.39594060974121,-1.2714592596817016,1.0,58.9264,5892640.0,0.0,42239232.0
233.0,17.855113450927735,-1.3028907920837403,1.0,63.05248,6305248.0,0.0,48544480.0
234.0,17.187864825439455,-1.2375399713134765,1.0,57.18336,5718336.0,0.0,54262816.0
235.0,17.463680463256836,-1.3002720972824098,1.0,59.57088,5957088.0,0.0,60219904.0
236.0,17.750195141906737,-1.2834191677284241,1.0,62.10912,6210912.0,0.0,66430816.0
237.0,17.43043184387207,-1.2127878636169434,1.0,59.24544,5924544.0,0.0,72355360.0
238.0,17.35486483154297,-1.1496735325622558,1.0,58.88224,5888224.0,0.0,78243584.0
239.0,17.431364111328126,-1.1672809831619262,1.0,59.38816,5938816.0,0.0,84182400.0
240.0,17.292414751586914,-1.247195855064392,1.0,58.48,5848000.0,0.0,90030400.0
241.0,17.34440267150879,-1.2229039018821717,1.0,58.59392,5859392.0,0.0,95889792.0
242.0,17.434038967895507,-1.2298498058700562,1.0,59.68064,5968064.0,0.0,101857856.0
243.0,17.305651345214844,-1.1544728880691528,1.0,58.28,5828000.0,0.0,107685856.0
244.0,17.413541552734376,-1.1577929676437377,1.0,59.25344,5925344.0,0.0,113611200.0
245.0,17.614037669677735,-1.1636148149871826,1.0,60.98816,6098816.0,0.0,119710016.0
246.0,17.24591140930176,-1.170764199333191,1.0,57.984,5798400.0,0.0,125508416.0
247.0,17.24285295928955,-1.171322165966034,1.0,57.97504,5797504.0,0.0,131305920.0
248.0,17.396916021728515,-1.1248905449295044,1.0,58.95872,5895872.0,0.0,137201792.0
249.0,17.399472404785158,-1.163752763633728,1.0,59.24864,5924864.0,0.0,143126656.0
250.0,17.51874111328125,-1.2011678529167176,1.0,60.0288,6002880.0,0.0,149129536.0
251.0,17.408702731323242,-1.2387315174102784,1.0,59.17504,5917504.0,0.0,155047040.0
252.0,17.637497688598632,-1.2010716251945495,1.0,61.33664,6133664.0,0.0,161180704.0
253.0,17.403921937866212,-1.174952497215271,1.0,59.28768,5928768.0,0.0,167109472.0
254.0,17.410482876586915,-1.1626238399887086,1.0,59.02816,5902816.0,0.0,173012288.0
255.0,17.915444639282228,-1.150784460105896,1.0,63.66528,6366528.0,0.0,179378816.0
251.0,17.390044127197264,-1.1763273980712892,1.0,59.14976,5914976.0,0.0,5914976.0
252.0,17.560710853881837,-1.2165414802551269,1.0,60.62368,6062368.0,0.0,11977344.0
253.0,17.439391328125,-1.1676741847229004,1.0,59.63072,5963072.0,0.0,17940416.0
254.0,17.802769985351564,-1.2343583812713623,1.0,62.45408,6245408.0,0.0,24185824.0
255.0,17.714607993164062,-1.2118764016532897,1.0,61.79264,6179264.0,0.0,30365088.0
256.0,17.43577428161621,-1.2048707135772705,1.0,59.81504,5981504.0,0.0,36346592.0
257.0,17.38441381286621,-1.1267109799575805,1.0,58.9264,5892640.0,0.0,42239232.0
258.0,17.839685166015624,-1.1519800287437438,1.0,63.05248,6305248.0,0.0,48544480.0
259.0,17.175689731445313,-1.1597075734329223,1.0,57.18336,5718336.0,0.0,54262816.0
260.0,17.458413024291993,-1.2005604048538208,1.0,59.57088,5957088.0,0.0,60219904.0
261.0,17.73530287628174,-1.198616461906433,1.0,62.10912,6210912.0,0.0,66430816.0
