epoch,train_score,train_loss,train_feasible_ratio,avg_problem_size,solver_calls,cache_hits,cache_misses
262.0,17.4172795614624,-1.2007083846664428,1.0,59.24544,5924544.0,0.0,72355360.0
263.0,17.34002489868164,-1.1724749184417724,1.0,58.88224,5888224.0,0.0,78243584.0
264.0,17.416831427612305,-1.1392639135360718,1.0,59.38816,5938816.0,0.0,84182400.0
265.0,17.27847365661621,-1.1028891429901122,1.0,58.48,5848000.0,0.0,90030400.0
266.0,17.334902402038573,-1.1393748662948608,1.0,58.59392,5859392.0,0.0,95889792.0
267.0,17.42306143005371,-1.1075565858459473,1.0,59.68064,5968064.0,0.0,101857856.0
268.0,17.29390731506348,-1.1229814168548584,1.0,58.28,5828000.0,0.0,107685856.0
269.0,17.40184670349121,-1.1492725337600709,1.0,59.25344,5925344.0,0.0,113611200.0
270.0,17.602475657348634,-1.183035256843567,1.0,60.98816,6098816.0,0.0,119710016.0
271.0,17.23238432312012,-1.1444066260528565,1.0,57.984,5798400.0,0.0,125508416.0
272.0,17.231973706665038,-1.1143307448005677,1.0,57.97504,5797504.0,0.0,131305920.0
273.0,17.386865377197264,-1.159320092163086,1.0,58.95872,5895872.0,0.0,137201792.0
274.0,17.39142597595215,-1.068395908241272,1.0,59.24864,5924864.0,0.0,143126656.0
275.0,17.505062446899416,-1.1508761038589477,1.0,60.0288,6002880.0,0.0,149129536.0
276.0,17.399455317382813,-1.1981148904037475,1.0,59.17504,5917504.0,0.0,155047040.0
277.0,17.630688748779296,-1.1080430172348021,1.0,61.33664,6133664.0,0.0,161180704.0
278.0,17.39632494140625,-1.180979599609375,1.0,59.28768,5928768.0,0.0,167109472.0
279.0,17.404108708496093,-1.1523087924194335,1.0,59.02816,5902816.0,0.0,173012288.0
280.0,17.90049974487305,-1.1488713590621948,1.0,63.66528,6366528.0,0.0,179378816.0
